year,name,sex,n
1992,Harley,F,456
1992,Harley,M,557
1992,Harli,F,26
1992,Harlie,F,48
1992,Harlie,M,5
1992,Harman,M,7
1992,Harmon,M,16
1992,Harmoni,F,6
1992,Harmonie,F,13
1992,Harmony,F,123
1992,Harold,F,7
1992,Harold,M,664
1992,Haroon,M,8
1992,Harper,F,21
1992,Harper,M,17
1992,Harrell,M,9
1992,Harriet,F,42
1992,Harriett,F,17
1992,Harris,F,5
1992,Harris,M,110
1992,Harrison,M,1019
1992,Harry,M,644
1992,Hart,M,12
1992,Hartley,F,7
1992,Harvey,M,177
1992,Hasan,M,89
1992,Hasani,M,23
1992,Hashim,M,30
1992,Haskel,M,5
1992,Haskell,M,5
1992,Hassan,M,153
1992,Hattie,F,69
1992,Haven,F,59
1992,Haven,M,13
1992,Hawa,F,15
1992,Haya,F,12
1992,Haydee,F,64
1992,Hayden,F,112
1992,Hayden,M,1159
1992,Haydn,F,6
1992,Haydn,M,30
1992,Haydon,M,16
1992,Hayes,M,33
1992,Hayle,F,40
1992,Haylee,F,424
1992,Hayleigh,F,47
1992,Hayley,F,2437
1992,Hayley,M,6
1992,Hayli,F,59
1992,Haylie,F,182
1992,Hayward,M,20
1992,Haywood,M,21
1992,Hazel,F,143
1992,Hazen,M,14
1992,Haziel,M,5
1992,Heath,M,350
1992,Heather,F,9724
1992,Heather,M,16
1992,Heaven,F,259
1992,Heavenly,F,25
1992,Heba,F,41
1992,Heber,M,31
1992,Hebert,M,13
1992,Hector,F,13
1992,Hector,M,2018
1992,Heide,F,19
1992,Heidi,F,1242
1992,Heidy,F,72
1992,Helaina,F,8
1992,Helaine,F,6
1992,Helen,F,828
1992,Helena,F,187
1992,Helene,F,48
1992,Helga,F,6
1992,Hellen,F,23
1992,Henderson,M,16
1992,Hendrick,M,14
1992,Hendrik,M,12
1992,Henery,M,6
1992,Henley,M,5
1992,Henna,F,32
1992,Henny,F,10
1992,Henri,M,37
1992,Henrietta,F,36
1992,Henrik,M,9
1992,Henry,F,9
1992,Henry,M,2344
1992,Hensley,M,6
1992,Herb,M,6
1992,Herbert,M,307
1992,Hercules,M,7
1992,Heriberto,M,207
1992,Herlinda,F,26
1992,Herman,M,219
1992,Hermelinda,F,21
1992,Herminia,F,18
1992,Herminio,M,17
1992,Hernan,M,169
1992,Herschel,M,33
1992,Hershel,M,24
1992,Hershy,M,5
1992,Heston,M,17
1992,Heyward,M,5
1992,Hezekiah,M,30
1992,Hiba,F,31
1992,Hiedi,F,10
1992,Hilario,M,69
1992,Hilary,F,1170
1992,Hilary,M,6
1992,Hilbert,M,5
1992,Hilda,F,158
1992,Hillary,F,2521
1992,Hillary,M,7
1992,Hillel,M,22
1992,Hilton,M,34
1992,Hinda,F,11
1992,Hindy,F,18
1992,Hipolito,M,21
1992,Hiram,M,64
1992,Hiroshi,M,12
1992,Hobert,M,11
1992,Hogan,M,17
1992,Holden,M,224
1992,Holland,F,58
1992,Holland,M,29
1992,Holley,F,92
1992,Holli,F,172
1992,Hollie,F,334
1992,Hollis,F,36
1992,Hollis,M,51
1992,Holly,F,3347
1992,Holly,M,8
1992,Hollyn,F,10
1992,Holt,M,27
1992,Holton,M,9
1992,Homer,M,49
1992,Homero,M,56
1992,Honesty,F,9
1992,Honey,F,15
1992,Honor,F,14
1992,Honora,F,7
1992,Hope,F,892
1992,Horace,M,91
1992,Horacio,M,81
1992,Horatio,M,5
1992,Hortencia,F,17
1992,Hortensia,F,6
1992,Hosanna,F,11
1992,Hosea,M,23
1992,Houston,F,13
1992,Houston,M,190
1992,Howard,M,464
1992,Howell,M,6
1992,Hoyt,M,11
1992,Hubert,M,82
1992,Huda,F,19
1992,Hudson,M,67
1992,Huey,M,9
1992,Hugh,M,161
1992,Hugo,F,6
1992,Hugo,M,613
1992,Humberto,M,381
1992,Humza,M,13
1992,Hung,M,28
1992,Hunter,F,119
1992,Hunter,M,2540
1992,Hurley,M,8
1992,Hussain,M,12
1992,Hussein,M,48
1992,Huston,M,16
1992,Huy,M,53
1992,Hyrum,M,20
1992,Iain,M,56
1992,Ian,F,10
1992,Ian,M,5536
1992,Ianna,F,10
1992,Ibraheem,M,9
1992,Ibrahim,M,111
1992,Ibrahima,M,9
1992,Ida,F,136
1992,Idalia,F,47
1992,Idris,M,28
1992,Iesha,F,581
1992,Ieshia,F,111
1992,Ignacia,F,6
1992,Ignacio,M,283
1992,Ignatius,M,9
1992,Ikaika,M,22
1992,Ike,M,26
1992,Ila,F,19
1992,Ilan,M,19
1992,Ilana,F,135
1992,Ilda,F,12
1992,Ileana,F,131
1992,Ileen,F,9
1992,Ilene,F,35
1992,Iliana,F,244
1992,Ilianna,F,12
1992,Illiana,F,21
1992,Ilona,F,20
1992,Ilse,F,48
1992,Ilya,M,6
1992,Ilyana,F,9
1992,Iman,F,162
1992,Iman,M,22
1992,Imani,F,427
1992,Imani,M,22
1992,Imari,F,63
1992,Imari,M,16
1992,Imelda,F,95
1992,Immanuel,M,52
1992,Imran,M,53
1992,Ina,F,30
1992,Inayah,F,7
1992,India,F,664
1992,India,M,6
1992,Indiana,F,11
1992,Indiana,M,11
1992,Indigo,F,75
1992,Indira,F,36
1992,Indy,M,6
1992,Indya,F,31
1992,Ines,F,45
1992,Inez,F,54
1992,Inez,M,6
1992,Infant,F,284
1992,Infant,M,324
1992,Inga,F,20
1992,Ingrid,F,306
1992,Ingrid,M,5
1992,Ioannis,M,27
1992,Iona,F,10
1992,Iqra,F,25
1992,Ira,F,8
1992,Ira,M,129
1992,Iram,F,5
1992,Iram,M,12
1992,Iran,M,28
1992,Irena,F,28
1992,Irene,F,592
1992,Irie,F,10
1992,Irina,F,28
1992,Iris,F,564
1992,Iris,M,6
1992,Irish,F,13
1992,Irma,F,239
1992,Irvin,M,353
1992,Irving,M,255
1992,Irwin,M,56
1992,Isa,F,26
1992,Isa,M,23
1992,Isaac,F,8
1992,Isaac,M,2773
1992,Isaak,M,23
1992,Isabel,F,1053
1992,Isabel,M,22
1992,Isabela,F,29
1992,Isabell,F,25
1992,Isabella,F,508
1992,Isabelle,F,241
1992,Isac,M,39
1992,Isacc,M,29
1992,Isadora,F,25
1992,Isadore,M,7
1992,Isael,M,20
1992,Isai,F,6
1992,Isai,M,82
1992,Isaiah,F,10
1992,Isaiah,M,1449
1992,Isaias,M,178
1992,Isaih,M,23
1992,Isak,M,7
1992,Isamar,F,194
1992,Isamar,M,13
1992,Isaura,F,34
1992,Isela,F,99
1992,Isha,F,41
1992,Ishaan,M,5
1992,Ishan,M,21
1992,Ishmael,M,112
1992,Isiah,M,392
1992,Isidore,M,6
1992,Isidoro,M,16
1992,Isidro,M,132
1992,Isis,F,132
1992,Isla,F,8
1992,Ismael,M,600
1992,Ismail,M,35
1992,Isobel,F,9
1992,Isra,F,7
1992,Israel,F,33
1992,Israel,M,902
1992,Isreal,F,5
1992,Isreal,M,62
1992,Issa,F,10
1992,Issa,M,28
1992,Issac,M,254
1992,Issiah,M,14
1992,Italia,F,17
1992,Italy,F,9
1992,Itzel,F,100
1992,Iva,F,27
1992,Ivan,F,19
1992,Ivan,M,2133
1992,Ivana,F,225
1992,Ivanna,F,96
1992,Ivelisse,F,31
1992,Iver,M,5
1992,Ivery,M,7
1992,Ivette,F,346
1992,Ivey,F,33
1992,Ivie,F,13
1992,Ivon,F,38
1992,Ivon,M,6
1992,Ivonne,F,215
1992,Ivory,F,109
1992,Ivory,M,48
1992,Ivy,F,286
1992,Ivy,M,5
1992,Ixchel,F,9
1992,Iyana,F,29
1992,Iyanna,F,23
1992,Iyonna,F,15
1992,Izaac,M,16
1992,Izaak,M,25
1992,Izabel,F,14
1992,Izabella,F,21
1992,Izaiah,M,18
1992,Izak,M,10
1992,Izel,M,8
1992,Iziah,M,9
1992,Jabari,M,197
1992,Jabez,M,6
1992,Jabria,F,23
1992,Jabriel,M,26
1992,Jabril,M,48
1992,Jacalyn,F,42
1992,Jacari,M,13
1992,Jace,F,8
1992,Jace,M,343
1992,Jacee,F,24
1992,Jacelyn,F,36
1992,Jacey,F,152
1992,Jacey,M,6
1992,Jaci,F,84
1992,Jacie,F,72
1992,Jaciel,M,9
1992,Jacinda,F,114
1992,Jacinta,F,56
1992,Jacinto,M,35
1992,Jack,F,8
1992,Jack,M,2070
1992,Jackelin,F,25
1992,Jackeline,F,124
1992,Jackelyn,F,92
1992,Jacki,F,30
1992,Jackie,F,363
1992,Jackie,M,215
1992,Jacklyn,F,440
1992,Jacklynn,F,46
1992,Jackqueline,F,11
1992,Jackson,F,7
1992,Jackson,M,1363
1992,Jacky,F,13
1992,Jacky,M,61
1992,Jaclyn,F,1775
1992,Jaclynn,F,86
1992,Jacob,F,52
1992,Jacob,M,25667
1992,Jacobe,M,35
1992,Jacobi,F,21
1992,Jacobi,M,90
1992,Jacobo,M,34
1992,Jacoby,F,9
1992,Jacoby,M,201
1992,Jacolby,F,5
1992,Jacolby,M,81
1992,Jacorey,M,48
1992,Jacori,M,13
1992,Jacory,M,24
1992,Jacqualine,F,23
1992,Jacqualyn,F,16
1992,Jacque,F,14
1992,Jacque,M,23
1992,Jacquelene,F,10
1992,Jacquelin,F,123
1992,Jacqueline,F,4689
1992,Jacqueline,M,17
1992,Jacquelyn,F,1145
1992,Jacquelyne,F,44
1992,Jacquelynn,F,122
1992,Jacques,F,8
1992,Jacques,M,139
1992,Jacquetta,F,17
1992,Jacquez,M,38
1992,Jacquie,F,9
1992,Jacquline,F,69
1992,Jacqulyn,F,45
1992,Jacy,F,149
1992,Jacy,M,13
1992,Jad,M,22
1992,Jada,F,298
1992,Jadah,F,8
1992,Jadarius,M,20
1992,Jade,F,1688
1992,Jade,M,180
1992,Jadelyn,F,7
1992,Jaden,F,48
1992,Jaden,M,102
1992,Jadon,M,31
1992,Jadyn,F,17
1992,Jae,F,10
1992,Jae,M,20
1992,Jaeda,F,13
1992,Jael,F,41
1992,Jael,M,10
1992,Jaelen,M,9
1992,Jaelin,F,5
1992,Jaelyn,F,28
1992,Jaelynn,F,13
1992,Jafet,M,11
1992,Jagger,M,19
1992,Jahaira,F,41
1992,Jahari,M,13
1992,Jahaziel,M,19
1992,Jahir,M,5
1992,Jahleel,M,22
1992,Jahlil,M,30
1992,Jahmal,M,30
1992,Jahmari,M,5
1992,Jai,F,7
1992,Jai,M,36
1992,Jaida,F,24
1992,Jaide,F,21
1992,Jaiden,F,6
1992,Jaiden,M,5
1992,Jaila,F,5
1992,Jailene,F,10
1992,Jailyn,F,14
1992,Jaime,F,684
1992,Jaime,M,1428
1992,Jaimee,F,177
1992,Jaimi,F,23
1992,Jaimie,F,361
1992,Jaimie,M,19
1992,Jaina,F,15
1992,Jair,M,59
1992,Jairo,M,209
1992,Jairus,M,57
1992,Jaison,M,13
1992,Jajuan,M,64
1992,Jakari,M,11
1992,Jakayla,F,20
1992,Jake,F,8
1992,Jake,M,2928
1992,Jakeb,M,29
1992,Jakeem,M,36
1992,Jakia,F,39
1992,Jakira,F,38
1992,Jakiya,F,10
1992,Jakiyah,F,5
1992,Jakob,M,436
1992,Jakub,M,32
1992,Jakyra,F,10
1992,Jala,F,15
1992,Jalani,F,5
1992,Jaleah,F,6
1992,Jaleel,M,205
1992,Jaleesa,F,255
1992,Jalen,F,30
1992,Jalen,M,612
1992,Jalena,F,22
1992,Jalene,F,12
1992,Jalil,M,64
1992,Jalin,F,10
1992,Jalin,M,19
1992,Jalisa,F,497
1992,Jalissa,F,139
1992,Jalon,F,6
1992,Jalon,M,36
1992,Jalyn,F,51
1992,Jalyn,M,11
1992,Jalynn,F,34
1992,Jalyssa,F,32
1992,Jama,F,6
1992,Jamaal,M,228
1992,Jamaica,F,56
1992,Jamaine,M,29
1992,Jamal,F,7
1992,Jamal,M,1195
1992,Jamall,M,48
1992,Jamar,M,410
1992,Jamarcus,M,175
1992,Jamari,M,52
1992,Jamaria,F,7
1992,Jamario,M,43
1992,Jamarion,M,10
1992,Jamarius,M,43
1992,Jamarr,M,35
1992,Jamauri,M,5
1992,Jamaya,F,11
1992,Jame,F,9
1992,Jame,M,12
1992,Jamee,F,75
1992,Jamee,M,6
1992,Jameel,M,101
1992,Jameelah,F,33
1992,Jameer,M,9
1992,Jameka,F,82
1992,Jamel,F,7
1992,Jamel,M,307
1992,Jamell,M,62
1992,Jamelle,F,5
1992,Jamelle,M,30
1992,Jamere,F,6
1992,Jamere,M,20
1992,James,F,70
1992,James,M,28509
1992,Jamesha,F,103
1992,Jameson,F,7
1992,Jameson,M,205
1992,Jamey,F,63
1992,Jamey,M,69
1992,Jami,F,356
1992,Jami,M,13
1992,Jamia,F,78
1992,Jamiah,F,14
1992,Jamiah,M,12
1992,Jamichael,M,47
1992,Jamie,F,4702
1992,Jamie,M,1159
1992,Jamier,M,20
1992,Jamieson,M,41
1992,Jamika,F,69
1992,Jamil,F,10
1992,Jamil,M,193
1992,Jamila,F,211
1992,Jamilah,F,59
1992,Jamilla,F,42
1992,Jamillah,F,26
1992,Jamin,F,7
1992,Jamin,M,42
1992,Jamir,M,40
1992,Jamira,F,26
1992,Jamison,F,23
1992,Jamison,M,251
1992,Jamiya,F,7
1992,Jammie,F,48
1992,Jammie,M,36
1992,Jamon,M,51
1992,Jamy,F,12
1992,Jamyra,F,8
1992,Jan,F,29
1992,Jan,M,95
1992,Jana,F,340
1992,Janae,F,488
1992,Janai,F,61
1992,Janalee,F,7
1992,Janasia,F,12
1992,Janay,F,248
1992,Janaya,F,46
1992,Jancarlos,M,5
1992,Jane,F,652
1992,Jane,M,5
1992,Janea,F,65
1992,Janean,F,13
1992,Janee,F,155
1992,Janeen,F,41
1992,Janel,F,223
1992,Janell,F,216
1992,Janella,F,24
1992,Janelle,F,1071
1992,Janelly,F,32
1992,Janely,F,9
1992,Janene,F,18
1992,Janese,F,17
1992,Janessa,F,291
1992,Janet,F,1197
1992,Janet,M,8
1992,Janeth,F,102
1992,Janett,F,51
1992,Janetta,F,38
1992,Janette,F,316
1992,Janey,F,40
1992,Jani,F,18
1992,Jania,F,27
1992,Janiah,F,8
1992,Janice,F,463
1992,Janie,F,304
1992,Janiece,F,47
1992,Janiel,F,11
1992,Janiel,M,5
1992,Janina,F,48
1992,Janine,F,288
1992,Janis,F,53
1992,Janise,F,42
1992,Janita,F,30
1992,Janiya,F,8
1992,Janna,F,201
1992,Jannah,F,20
1992,Jannelle,F,23
1992,Jannet,F,74
1992,Jannett,F,9
1992,Jannette,F,70
1992,Jannie,F,23
1992,Jansen,M,47
1992,Janson,M,19
1992,January,F,20
1992,Janyce,F,10
1992,Japheth,M,18
1992,Jaquan,M,307
1992,Jaquelin,F,59
1992,Jaqueline,F,248
1992,Jaquelyn,F,66
1992,Jaquez,M,26
1992,Jarad,M,54
1992,Jared,F,11
1992,Jared,M,5867
1992,Jarek,M,32
1992,Jarel,M,38
1992,Jarell,M,88
1992,Jaren,F,6
1992,Jaren,M,90
1992,Jaret,M,34
1992,Jareth,M,29
1992,Jarett,M,96
1992,Jariah,F,5
1992,Jarid,M,53
1992,Jariel,M,13
1992,Jarin,M,27
1992,Jarius,M,55
1992,Jarod,M,188
1992,Jarom,M,23
1992,Jaron,M,428
1992,Jarrad,M,59
1992,Jarred,M,503
1992,Jarrel,M,36
1992,Jarrell,M,129
1992,Jarren,M,51
1992,Jarret,M,99
1992,Jarrett,M,495
1992,Jarrid,M,44
1992,Jarrod,M,595
1992,Jarron,M,52
1992,Jarvis,M,419
1992,Jase,M,54
1992,Jasen,M,46
1992,Jashaun,M,7
1992,Jashawn,M,23
1992,Jashua,M,46
1992,Jasiel,M,7
1992,Jasleen,F,13
1992,Jaslyn,F,29
1992,Jaslynn,F,19
1992,Jasmin,F,1352
1992,Jasmin,M,19
1992,Jasmina,F,18
1992,Jasmine,F,10478
1992,Jasmine,M,39
1992,Jasmyn,F,159
1992,Jasmyne,F,162
1992,Jason,F,22
1992,Jason,M,9249
1992,Jasper,F,10
1992,Jasper,M,243
1992,Jasson,M,21
1992,Jathan,M,16
1992,Javan,M,73
1992,Javari,M,9
1992,Javaris,M,66
1992,Javen,F,5
1992,Javen,M,23
1992,Javeon,M,6
1992,Javian,M,20
1992,Javien,M,7
1992,Javier,F,21
1992,Javier,M,2132
1992,Javin,M,29
1992,Javion,M,21
1992,Javon,F,30
1992,Javon,M,407
1992,Javontae,M,49
1992,Javonte,F,12
1992,Javonte,M,229
1992,Jawad,M,11
1992,Jawan,M,47
1992,Jaxon,M,37
1992,Jaxson,M,10
1992,Jay,F,7
1992,Jay,M,1219
1992,Jaya,F,21
1992,Jayana,F,8
1992,Jayanna,F,7
1992,Jayce,F,24
1992,Jayce,M,87
1992,Jaycee,F,94
1992,Jaycee,M,24
1992,Jaycen,M,5
1992,Jayci,F,27
1992,Jaycie,F,34
1992,Jaycob,M,39
1992,Jayda,F,46
1992,Jaydan,M,5
1992,Jayde,F,115
1992,Jayde,M,12
1992,Jaydee,F,6
1992,Jaydee,M,6
1992,Jayden,F,18
1992,Jayden,M,46
1992,Jaydon,M,9
1992,Jaye,F,11
1992,Jaye,M,11
1992,Jaykob,M,9
1992,Jayla,F,94
1992,Jaylan,F,6
1992,Jaylan,M,18
1992,Jaylee,F,14
1992,Jayleen,F,26
1992,Jaylen,F,13
1992,Jaylen,M,101
1992,Jaylene,F,41
1992,Jaylin,F,21
1992,Jaylin,M,28
1992,Jaylon,F,5
1992,Jaylon,M,49
1992,Jaylyn,F,26
1992,Jaylyn,M,12
1992,Jaylynn,F,19
1992,Jayme,F,315
1992,Jayme,M,75
1992,Jaymee,F,79
1992,Jaymes,M,63
1992,Jaymi,F,45
1992,Jaymie,F,80
1992,Jaymie,M,14
1992,Jayna,F,81
1992,Jayne,F,93
1992,Jaynie,F,19
1992,Jayonna,F,7
1992,Jayquan,M,43
1992,Jaysen,M,23
1992,Jayshawn,M,11
1992,Jayson,M,411
1992,Jayvon,M,41
1992,Jazelle,F,9
1992,Jaziel,M,8
1992,Jazlin,F,8
1992,Jazlyn,F,46
1992,Jazlynn,F,15
1992,Jazmen,F,59
1992,Jazmin,F,1098
1992,Jazmin,M,11
1992,Jazmine,F,1054
1992,Jazmine,M,9
1992,Jazmyn,F,163
1992,Jazmyne,F,127
1992,Jazz,F,21
1992,Jazz,M,21
1992,Jazzlyn,F,17
1992,Jazzlynn,F,11
1992,Jazzmin,F,114
1992,Jazzmine,F,126
1992,Jazzmyn,F,20
1992,Jc,M,31
1992,Jd,M,18
1992,Jean,F,211
1992,Jean,M,364
1992,Jeana,F,109
1992,Jeancarlos,M,21
1992,Jeane,F,8
1992,Jeanelle,F,31
1992,Jeanene,F,5
1992,Jeanett,F,6
1992,Jeanetta,F,18
1992,Jeanette,F,847
1992,Jeanette,M,7
1992,Jeanice,F,16
1992,Jeanie,F,55
1992,Jeanine,F,100
1992,Jeanluc,M,65
1992,Jeanmarie,F,23
1992,Jeanna,F,106
1992,Jeanne,F,122
1992,Jeannetta,F,12
1992,Jeannette,F,214
1992,Jeannie,F,149
1992,Jeannine,F,51
1992,Jeanpaul,M,42
1992,Jeanpierre,M,26
1992,Jeb,M,22
1992,Jed,M,85
1992,Jedediah,M,48
1992,Jedidiah,M,117
1992,Jeff,M,221
1992,Jefferey,M,50
1992,Jefferson,M,209
1992,Jeffery,M,1824
1992,Jeffory,M,8
1992,Jeffrey,F,34
1992,Jeffrey,M,8471
1992,Jeffrie,M,13
1992,Jeffry,M,105
1992,Jehu,M,5
1992,Jelani,F,12
1992,Jelani,M,96
1992,Jelena,F,20
1992,Jelisa,F,104
1992,Jemima,F,11
1992,Jemma,F,16
1992,Jena,F,429
1992,Jenae,F,141
1992,Jene,F,32
1992,Jenee,F,65
1992,Jeneen,F,6
1992,Jenell,F,37
1992,Jenelle,F,149
1992,Jenesis,F,21
1992,Jenessa,F,91
1992,Jenette,F,24
1992,Jeneva,F,15
1992,Jenevieve,F,10
1992,Jeni,F,45
1992,Jenica,F,45
1992,Jenice,F,34
1992,Jenifer,F,328
1992,Jeniffer,F,86
1992,Jenine,F,23
1992,Jenise,F,57
1992,Jenna,F,5090
1992,Jenna,M,13
1992,Jennafer,F,54
1992,Jennah,F,50
1992,Jennefer,F,29
1992,Jennell,F,22
1992,Jennelle,F,20
1992,Jennette,F,33
1992,Jenni,F,82
1992,Jennica,F,52
1992,Jennie,F,352
1992,Jennifer,F,17819
1992,Jennifer,M,58
1992,Jenniffer,F,38
1992,Jennine,F,14
1992,Jennings,M,19
1992,Jenny,F,1140
1992,Jennyfer,F,43
1992,Jens,M,35
1992,Jensen,F,69
1992,Jensen,M,55
1992,Jenson,F,5
1992,Jenson,M,15
1992,Jensyn,F,6
1992,Jentry,F,12
1992,Jentry,M,10
1992,Jerad,M,102
1992,Jerald,F,5
1992,Jerald,M,148
1992,Jeraldine,F,9
1992,Jeralyn,F,12
1992,Jeramiah,M,44
1992,Jeramie,M,50
1992,Jeramy,M,91
1992,Jerard,M,20
1992,Jerardo,M,38
1992,Jere,M,7
1992,Jered,M,122
1992,Jerel,M,126
1992,Jerell,M,63
1992,Jereme,M,42
1992,Jeremey,M,80
1992,Jeremi,M,25
1992,Jeremiah,F,8
1992,Jeremiah,M,1938
1992,Jeremias,M,50
1992,Jeremie,M,92
1992,Jeremy,F,30
1992,Jeremy,M,9042
1992,Jeri,F,112
1992,Jeriah,M,10
1992,Jerica,F,208
1992,Jericho,F,6
1992,Jericho,M,79
1992,Jeriel,M,15
1992,Jerika,F,70
1992,Jerilyn,F,25
1992,Jerilynn,F,5
1992,Jerimiah,M,43
1992,Jermain,M,36
1992,Jermaine,F,11
1992,Jermaine,M,682
1992,Jermel,M,35
1992,Jermey,M,73
1992,Jermiah,F,5
1992,Jermiah,M,37
1992,Jerod,M,133
1992,Jerold,M,28
1992,Jerome,M,900
1992,Jeromy,M,80
1992,Jeron,M,74
1992,Jerone,M,16
1992,Jeronimo,M,29
1992,Jerrad,M,50
1992,Jerred,M,50
1992,Jerrel,M,40
1992,Jerrell,M,183
1992,Jerrett,M,37
1992,Jerri,F,59
1992,Jerrica,F,250
1992,Jerrick,M,68
1992,Jerrid,M,42
1992,Jerrie,F,12
1992,Jerrod,M,226
1992,Jerrold,M,27
1992,Jerron,M,56
1992,Jerry,F,18
1992,Jerry,M,1769
1992,Jersey,M,7
1992,Jerson,M,23
1992,Jerusha,F,19
1992,Jesenia,F,184
1992,Jeshua,M,22
1992,Jesica,F,156
1992,Jesika,F,68
1992,Jeslyn,F,16
1992,Jess,F,6
1992,Jess,M,146
1992,Jessa,F,98
1992,Jessalyn,F,80
1992,Jesse,F,312
1992,Jesse,M,8562
1992,Jesseca,F,55
1992,Jessee,F,11
1992,Jessee,M,51
1992,Jessenia,F,199
1992,Jessey,F,8
1992,Jessey,M,33
1992,Jessi,F,199
1992,Jessi,M,39
1992,Jessiah,M,9
1992,Jessica,F,38361
1992,Jessica,M,103
1992,Jessie,F,1096
1992,Jessie,M,1048
1992,Jessika,F,327
1992,Jesslyn,F,25
1992,Jessy,F,71
1992,Jessy,M,188
1992,Jessyca,F,56
1992,Jestin,M,33
1992,Jestine,F,12
1992,Jesus,F,62
1992,Jesus,M,4821
1992,Jesusita,F,6
1992,Jet,M,7
1992,Jethro,M,22
1992,Jett,F,5
1992,Jett,M,24
1992,Jetta,F,19
1992,Jevon,F,5
1992,Jevon,M,136
1992,Jewel,F,159
1992,Jewel,M,12
1992,Jewell,F,46
1992,Jewell,M,9
1992,Jewels,F,21
1992,Jhon,M,29
1992,Jhonatan,M,22
1992,Jhonny,M,20
1992,Jia,F,12
1992,Jia,M,7
1992,Jiana,F,7
1992,Jianna,F,14
1992,Jibril,M,12
1992,Jihad,M,66
1992,Jill,F,647
1992,Jillian,F,2041
1992,Jim,M,195
1992,Jimena,F,39
1992,Jimi,F,10
1992,Jimi,M,23
1992,Jimmie,F,14
1992,Jimmie,M,261
1992,Jimmy,F,8
1992,Jimmy,M,1555
1992,Jin,F,10
1992,Jin,M,30
1992,Jina,F,28
1992,Jiovanni,M,20
1992,Jireh,F,8
1992,Jireh,M,10
1992,Jiselle,F,13
1992,Jizelle,F,5
1992,Jo,F,70
1992,Jo,M,11
1992,Joachim,M,8
1992,Joan,F,252
1992,Joan,M,43
1992,Joana,F,188
1992,Joane,F,7
1992,Joanie,F,28
1992,Joann,F,228
1992,Joanna,F,1825
1992,Joanna,M,14
1992,Joanne,F,328
1992,Joannie,F,19
1992,Joao,M,30
1992,Joaquin,F,6
1992,Joaquin,M,270
1992,Job,M,47
1992,Jobe,M,13
1992,Joby,M,21
1992,Jocelin,F,80
1992,Joceline,F,29
1992,Jocelyn,F,1843
1992,Jocelyn,M,16
1992,Jocelyne,F,42
1992,Jocelynn,F,53
1992,Jodee,F,20
1992,Jodi,F,445
1992,Jodi,M,8
1992,Jodie,F,243
1992,Jodie,M,15
1992,Jody,F,161
1992,Jody,M,139
1992,Joe,F,10
1992,Joe,M,1393
1992,Joeann,F,7
1992,Joel,F,24
1992,Joel,M,3665
1992,Joelene,F,10
1992,Joell,F,11
1992,Joell,M,13
1992,Joella,F,23
1992,Joelle,F,214
1992,Joelle,M,12
1992,Joellen,F,22
1992,Joely,F,16
1992,Joeseph,M,44
1992,Joesph,M,93
1992,Joetta,F,8
1992,Joey,F,54
1992,Joey,M,575
1992,Johan,M,69
1992,Johana,F,128
1992,Johann,M,35
1992,Johanna,F,663
1992,Johanna,M,8
1992,Johannah,F,55
1992,Johanne,F,12
1992,Johannes,M,38
1992,Johathan,M,41
1992,John,F,56
1992,John,M,26255
1992,Johna,F,33
1992,Johnathan,M,2897
1992,Johnathen,M,36
1992,Johnathon,M,1023
1992,Johndavid,M,16
1992,Johnell,M,22
1992,Johnetta,F,28
1992,Johnette,F,14
1992,Johney,M,6
1992,Johnie,F,6
1992,Johnie,M,19
1992,Johnmichael,M,53
1992,Johnna,F,135
1992,Johnnie,F,52
1992,Johnnie,M,269
1992,Johnny,F,21
1992,Johnny,M,2095
1992,Johnpaul,M,68
1992,Johnson,M,87
1992,Johny,M,42
1992,Joi,F,81
1992,Joie,F,21
1992,Jolanda,F,17
1992,Jolee,F,23
1992,Joleen,F,63
1992,Joleigh,F,6
1992,Jolena,F,12
1992,Jolene,F,176
1992,Joli,F,11
1992,Jolie,F,60
1992,Jolinda,F,5
1992,Joline,F,12
1992,Jolyn,F,24
1992,Jolynn,F,32
1992,Jomar,M,29
1992,Jon,F,5
1992,Jon,M,1196
1992,Jona,F,15
1992,Jonae,F,24
1992,Jonah,F,11
1992,Jonah,M,224
1992,Jonas,M,152
1992,Jonatan,M,98
1992,Jonathan,F,64
1992,Jonathan,M,21415
1992,Jonathen,M,46
1992,Jonathon,F,7
1992,Jonathon,M,2471
1992,Jonell,F,20
1992,Jonell,M,10
1992,Jonelle,F,45
1992,Jones,M,12
1992,Jonette,F,5
1992,Joni,F,119
1992,Joni,M,11
1992,Jonie,F,9
1992,Jonmichael,M,39
1992,Jonna,F,70
1992,Jonnathan,M,39
1992,Jonni,F,16
1992,Jonnie,F,39
1992,Jonnie,M,9
1992,Jonny,M,31
1992,Jonpaul,M,30
1992,Jontae,F,7
1992,Jontae,M,24
1992,Jonte,F,12
1992,Jonte,M,51
1992,Jordan,F,5367
1992,Jordan,M,14032
1992,Jordana,F,66
1992,Jordann,F,63
1992,Jordann,M,6
1992,Jorden,F,92
1992,Jorden,M,106
1992,Jordi,F,7
1992,Jordi,M,13
1992,Jordin,F,87
1992,Jordin,M,32
1992,Jordon,F,107
1992,Jordon,M,561
1992,Jordy,M,24
1992,Jordyn,F,685
1992,Jordyn,M,42
1992,Jordynn,F,30
1992,Jorel,M,18
1992,Jorge,F,28
1992,Jorge,M,3303
1992,Jori,F,62
1992,Jorie,F,30
1992,Jorie,M,5
